date,action,symbol,shares,entry_price,exit_price,pnl,reason,holding_days,allocation_multiplier,adjusted_capital
2019-01-02,BUY,NSE:RAJESHEXPO-EQ,87,572.45,,,ENTRY,,1.0,50000.0
2019-01-02,BUY,NSE:TIINDIA-EQ,127,353.0,,,ENTRY,,1.0,45132.342165
2019-01-03,SELL,NSE:TIINDIA-EQ,38,353.0,366.4392857142857,496.7681642857133,T1_EXIT,1.0,1.0,
2019-01-03,SELL,NSE:TIINDIA-EQ,27,353.0,379.87857142857143,715.4647071428574,T2_EXIT,1.0,1.0,
2019-01-04,SELL,NSE:TIINDIA-EQ,62,353.0,366.4392857142857,810.516478571427,STOPLOSS,2.0,1.0,
2019-01-04,BUY,NSE:ICIL-EQ,828,56.65,,,ENTRY,,1.0,46912.46868
2019-01-07,SELL,NSE:RAJESHEXPO-EQ,26,572.45,580.8214285714287,202.55578571428705,T1_EXIT,5.0,1.0,
2019-01-07,SELL,NSE:RAJESHEXPO-EQ,18,572.45,589.1928571428572,290.76595714285696,T2_EXIT,5.0,1.0,
2019-01-08,SELL,NSE:RAJESHEXPO-EQ,43,572.45,580.8214285714287,334.9961071428594,STOPLOSS,6.0,1.0,
2019-01-08,SELL,NSE:ICIL-EQ,828,56.65,54.732142857142854,-1633.3039285714299,STOPLOSS,4.0,1.0,
2019-01-08,BUY,NSE:RAJESHEXPO-EQ,88,571.25,,,ENTRY,,1.0,50538.111460714295
2019-01-08,BUY,NSE:GODFRYPHLP-EQ,151,301.9,,,ENTRY,,1.0,45680.35762928573
2019-01-15,SELL,NSE:RAJESHEXPO-EQ,26,571.25,581.2357142857143,244.51644285714235,T1_EXIT,7.0,1.0,
2019-01-15,SELL,NSE:GODFRYPHLP-EQ,45,301.9,314.04714285714283,532.489307142857,T1_EXIT,7.0,1.0,
2019-01-15,SELL,NSE:GODFRYPHLP-EQ,32,301.9,326.1942857142857,766.9789257142854,T2_EXIT,7.0,1.0,
2019-01-16,SELL,NSE:RAJESHEXPO-EQ,19,571.25,591.2214285714285,368.22393571428495,T2_EXIT,8.0,1.0,
2019-01-17,T3_TRAIL,NSE:RAJESHEXPO-EQ,0,571.25,,,T3_MILESTONE_TRAIL,9.0,1.0,
2019-01-17,TRAIL_SL,NSE:RAJESHEXPO-EQ,0,571.25,,,TRAIL_T4,9.0,1.0,
2019-01-18,SELL,NSE:RAJESHEXPO-EQ,43,571.25,601.2071428571428,1262.3052357142833,STOPLOSS,10.0,1.0,
2019-01-18,BUY,NSE:GICRE-EQ,288,254.8,,,ENTRY,,1.0,73632.8518817143
2019-01-23,SELL,NSE:GICRE-EQ,288,254.8,248.17857142857144,-1978.4468571428558,STOPLOSS,5.0,1.0,
2019-01-23,BUY,NSE:LAURUSLABS-EQ,955,75.14,,,ENTRY,,1.0,71786.20555028574
2019-01-24,SELL,NSE:GODFRYPHLP-EQ,74,301.9,314.04714285714283,875.6490828571426,STOPLOSS,16.0,1.0,
2019-01-24,SELL,NSE:LAURUSLABS-EQ,286,75.14,76.54071428571429,378.7136414285717,T1_EXIT,1.0,1.0,
2019-01-24,BUY,NSE:MOIL-EQ,296,160.95,,,ENTRY,,1.0,47715.295172142876
2019-01-25,SELL,NSE:LAURUSLABS-EQ,669,75.14,75.14,-50.268660000000004,STOPLOSS,2.0,1.0,
2019-01-25,BUY,NSE:SCHNEIDER-EQ,550,90.85,,,ENTRY,,1.0,49991.890298142884
2019-01-28,SELL,NSE:MOIL-EQ,296,160.95,157.0875,-1189.797899999995,STOPLOSS,4.0,1.0,
2019-01-28,BUY,NSE:TIPSMUSIC-EQ,7797,6.0,,,ENTRY,,1.0,46782.431438142885
2019-01-30,SELL,NSE:SCHNEIDER-EQ,165,90.85,92.97857142857143,335.87282142857225,T1_EXIT,5.0,1.0,
2019-01-30,SELL,NSE:TIPSMUSIC-EQ,2339,6.0,6.163571428571428,368.1769778571421,T1_EXIT,2.0,1.0,
2019-01-31,SELL,NSE:TIPSMUSIC-EQ,5458,6.0,6.0,-32.748,STOPLOSS,3.0,1.0,
2019-01-31,BUY,NSE:DISHTV-EQ,2572,23.65,,,ENTRY,,1.0,60835.724257500035
2019-02-04,SELL,NSE:SCHNEIDER-EQ,385,90.85,90.85,-34.97725,STOPLOSS,10.0,1.0,
2019-02-04,BUY,NSE:TIIL-EQ,72,515.2,,,ENTRY,,1.0,37484.004712500035
2019-02-06,SELL,NSE:DISHTV-EQ,772,23.65,26.767857142857142,2386.3209285714292,T1_EXIT,6.0,1.0,
2019-02-07,SELL,NSE:TIIL-EQ,22,515.2,538.6428571428572,503.89271428571504,T1_EXIT,3.0,1.0,
2019-02-08,SELL,NSE:DISHTV-EQ,540,23.65,29.885714285714286,3351.1474285714294,T2_EXIT,8.0,1.0,
2019-02-12,T3_TRAIL,NSE:DISHTV-EQ,0,23.65,,,T3_MILESTONE_TRAIL,12.0,1.0,
2019-02-13,SELL,NSE:DISHTV-EQ,1260,23.65,29.885714285714286,7819.344000000003,STOPLOSS,13.0,1.0,
2019-02-13,SELL,NSE:TIIL-EQ,15,515.2,562.0857142857144,694.8544285714296,T2_EXIT,9.0,1.0,
2019-02-13,BUY,NSE:AMBER-EQ,138,644.3,,,ENTRY,,1.15,89246.84330250003
2019-02-18,SELL,NSE:TIIL-EQ,35,515.2,538.6428571428572,801.6475000000013,STOPLOSS,14.0,1.15,
2019-02-18,BUY,NSE:APOLLOHOSP-EQ,23,1116.85,,,ENTRY,,1.15,26095.043992500025
2019-02-25,SELL,NSE:AMBER-EQ,41,644.3,686.9428571428571,1720.1924857142844,T1_EXIT,12.0,1.15,
2019-02-25,SELL,NSE:APOLLOHOSP-EQ,7,1116.85,1169.6857142857143,361.66220000000084,T1_EXIT,7.0,1.15,
2019-03-05,SELL,NSE:AMBER-EQ,97,644.3,718.5,7127.705500000005,TIMEEXIT,20.0,1.15,
2019-03-05,BUY,NSE:IGARASHI-EQ,241,406.3,,,ENTRY,,1.15,98299.94936464287
2019-03-11,SELL,NSE:APOLLOHOSP-EQ,16,1116.85,1204.05,1375.9352000000008,TIMEEXIT,21.0,1.15,
2019-03-11,BUY,NSE:REFEX-EQ,3075,8.91,,,ENTRY,,1.15,27406.33457464287
2019-03-12,SELL,NSE:REFEX-EQ,922,8.91,9.259285714285715,313.5043671428579,T1_EXIT,1.0,1.15,
2019-03-13,SELL,NSE:REFEX-EQ,2153,8.91,8.91,-19.18323,STOPLOSS,2.0,1.15,
2019-03-13,BUY,NSE:ABBOTINDIA-EQ,3,7353.15,,,ENTRY,,1.15,27646.565173071445
2019-03-18,SELL,NSE:IGARASHI-EQ,241,406.3,372.32500000000005,-8277.705324999992,STOPLOSS,13.0,1.15,
2019-03-18,BUY,NSE:LINDEINDIA-EQ,176,502.4,,,ENTRY,,1.15,88449.74187557146
2019-04-02,SELL,NSE:ABBOTINDIA-EQ,3,7353.15,7309.2,-153.77759999999944,TIMEEXIT,20.0,1.15,
2019-04-02,BUY,NSE:OPTIEMUS-EQ,281,101.4,,,ENTRY,,1.15,28505.10687557147
2019-04-04,SELL,NSE:OPTIEMUS-EQ,84,101.4,106.85357142857144,449.12430000000063,T1_EXIT,2.0,1.15,
2019-04-05,SELL,NSE:LINDEINDIA-EQ,176,502.4,464.23571428571427,-6798.619771428571,STOPLOSS,18.0,1.15,
2019-04-05,SELL,NSE:OPTIEMUS-EQ,59,101.4,112.30714285714286,636.8953071428572,T2_EXIT,3.0,1.15,
2019-04-05,BUY,NSE:ENDURANCE-EQ,77,1172.6,,,ENTRY,,1.15,90324.40266771433
2019-04-09,T3_TRAIL,NSE:OPTIEMUS-EQ,0,101.4,,,T3_MILESTONE_TRAIL,7.0,1.15,
2019-04-16,TRAIL_SL,NSE:OPTIEMUS-EQ,0,101.4,,,TRAIL_T4,14.0,1.15,
2019-04-22,SELL,NSE:OPTIEMUS-EQ,138,101.4,117.7607142857143,2241.527592857144,STOPLOSS,20.0,1.15,
2019-04-22,BUY,NSE:SKIPPER-EQ,375,62.77,,,ENTRY,,1.15,23593.21632128576
2019-04-25,SELL,NSE:ENDURANCE-EQ,77,1172.6,1158.7,-1159.5198999999895,TIMEEXIT,20.0,1.15,
2019-04-25,BUY,NSE:IMAGICAA-EQ,9333,8.85,,,ENTRY,,1.15,82604.76853628577
2019-05-02,SELL,NSE:SKIPPER-EQ,375,62.77,59.59964285714286,-1211.233794642857,STOPLOSS,10.0,1.15,
2019-05-02,BUY,NSE:RPOWER-EQ,5287,5.35,,,ENTRY,,1.15,28287.850776107196
2019-05-03,SELL,NSE:RPOWER-EQ,1586,5.35,6.067857142857143,1128.897807142858,T1_EXIT,1.0,1.15,
2019-05-06,SELL,NSE:IMAGICAA-EQ,9333,8.85,7.944642857142857,-8523.845566071424,STOPLOSS,11.0,1.15,
2019-05-06,SELL,NSE:RPOWER-EQ,1110,5.35,6.785714285714286,1586.1107142857145,T2_EXIT,4.0,1.15,
2019-05-06,BUY,NSE:PNBHOUSING-EQ,149,568.96,,,ENTRY,,1.15,84896.12053092863
2019-05-07,SELL,NSE:RPOWER-EQ,2591,5.35,6.067857142857143,1844.2460392857156,STOPLOSS,5.0,1.15,
2019-05-07,BUY,NSE:RPOWER-EQ,3745,6.05,,,ENTRY,,1.15,22657.773430285775
2019-05-10,SELL,NSE:PNBHOUSING-EQ,45,568.96,593.8021428571428,1091.1753321428541,T1_EXIT,4.0,1.15,
2019-05-10,SELL,NSE:PNBHOUSING-EQ,31,568.96,618.6442857142857,1521.0348842857138,T2_EXIT,4.0,1.15,
2019-05-10,T3_TRAIL,NSE:PNBHOUSING-EQ,0,568.96,,,T3_MILESTONE_TRAIL,4.0,1.15,
2019-05-13,SELL,NSE:PNBHOUSING-EQ,73,568.96,618.6442857142857,3581.7918242857127,STOPLOSS,7.0,1.15,
2019-05-13,BUY,NSE:IFCI-EQ,9243,9.1,,,ENTRY,,1.15,84117.99474192865
2019-05-20,SELL,NSE:RPOWER-EQ,1124,6.05,6.860714285714286,903.5314142857145,T1_EXIT,13.0,1.15,
2019-05-20,SELL,NSE:IFCI-EQ,2773,9.1,9.585714285714285,1320.3045285714286,T1_EXIT,7.0,1.15,
